iso3,timestamp,psychology_trust,psychology_fear,psychology_optimism,psychology_nationalism,psychology_social_cohesion,psychology_confidence,society_education,society_urbanization,society_population,society_age,society_religion,society_healthcare,society_migration
AGO,2013-04-01,12.39,57.56,69.45,35.33,10.19,6.43,21.29,4.98,73.96,5.92,18.63,49.6,33.39
AGO,2013-05-01,12.4,57.04,69.62,35.82,9.92,6.49,21.24,5.05,73.87,5.93,18.53,49.89,33.3
AGO,2013-06-01,12.38,56.68,69.3,35.44,9.97,6.72,21.35,4.92,73.9,5.89,18.58,50.08,33.33
AGO,2013-07-01,11.79,56.96,69.09,35.16,9.97,6.83,21.26,5.01,73.97,5.84,18.63,50.13,33.31
AGO,2013-08-01,12.4,57.31,69.32,35.37,10.11,6.37,21.26,4.88,73.96,5.9,18.51,50.25,33.33
AGO,2013-09-01,12.28,56.84,69.42,35.34,9.7,6.66,21.32,5.06,73.87,5.85,18.58,50.47,33.35
AGO,2013-10-01,12.32,57.03,69.6,35.77,10.35,6.26,21.33,5.0,73.92,5.87,18.63,50.63,33.3
AGO,2013-11-01,12.04,56.96,69.28,35.64,9.67,6.68,21.26,5.01,74.05,5.88,18.64,50.73,33.25
AGO,2013-12-01,12.28,56.96,69.24,35.71,9.77,6.79,21.21,5.0,74.06,5.8,18.67,51.01,33.38
AGO,2014-01-01,12.06,56.82,69.71,35.68,10.16,6.77,21.27,4.97,73.98,5.86,18.59,51.21,33.4
AGO,2014-02-01,12.1,57.23,69.64,35.46,9.91,6.3,21.37,5.03,73.99,5.85,18.65,51.22,33.21
AGO,2014-03-01,12.29,57.05,69.22,35.75,10.18,6.82,21.26,5.04,74.0,5.82,18.59,51.37,33.36
AGO,2014-04-01,12.63,57.57,69.1,35.28,10.13,6.6,21.27,5.01,73.9,5.73,18.6,51.43,33.4
AGO,2014-05-01,12.0,57.41,69.47,35.55,10.04,6.36,21.33,5.07,73.99,5.8,18.56,51.46,33.3
AGO,2014-06-01,11.94,57.17,69.19,35.91,9.85,6.6,21.3,5.05,74.05,5.86,18.64,51.64,33.3
AGO,2014-07-01,12.0,56.95,69.81,35.17,10.23,6.6,21.3,5.01,74.03,5.77,18.62,51.65,33.42
AGO,2014-08-01,12.77,57.25,69.16,35.26,9.8,5.89,21.23,5.05,74.03,5.78,18.66,51.83,33.38
AGO,2014-09-01,12.47,56.9,69.62,34.92,9.73,6.82,21.27,5.01,73.95,5.81,18.61,51.87,33.37
AGO,2014-10-01,11.92,57.58,69.61,35.21,9.9,6.42,21.32,5.03,73.95,5.82,18.58,51.99,33.32
AGO,2014-11-01,12.07,57.48,69.71,35.43,9.78,6.55,21.34,4.97,73.96,5.79,18.6,52.09,33.44
AGO,2014-12-01,11.75,57.34,69.47,35.64,9.89,6.28,21.21,4.94,74.07,5.69,18.63,52.17,33.33
AGO,2015-01-01,12.81,57.42,69.35,35.62,9.67,6.63,21.48,4.97,73.91,5.76,18.66,52.26,33.32
AGO,2015-02-01,12.23,57.21,69.37,35.5,9.67,6.17,21.24,4.94,73.95,5.84,18.56,52.31,33.29
AGO,2015-03-01,12.15,57.69,69.43,35.73,9.5,6.74,21.41,4.98,73.93,5.7,18.6,52.37,33.31
AGO,2015-04-01,12.84,56.99,69.57,35.42,9.99,6.87,21.23,5.0,73.96,5.78,18.64,52.48,33.41
AGO,2015-05-01,12.26,57.2,69.37,35.65,10.05,6.62,21.3,4.9,74.0,5.68,18.66,52.48,33.35
AGO,2015-06-01,12.41,57.41,68.87,35.36,10.06,6.74,21.36,4.94,74.02,5.85,18.58,52.52,33.37
AGO,2015-07-01,12.0,57.1,69.16,35.34,10.16,6.56,21.37,4.9,74.05,5.75,18.55,52.61,33.32
AGO,2015-08-01,12.53,57.03,69.5,35.35,9.78,6.81,21.27,5.05,74.06,5.8,18.57,52.75,33.31
AGO,2015-09-01,12.29,56.74,69.47,35.71,9.91,6.75,21.2,4.95,73.91,5.76,18.55,52.82,33.37
AGO,2015-10-01,12.18,57.66,68.98,35.68,9.76,6.66,21.29,5.0,74.04,5.79,18.51,52.86,33.38
AGO,2015-11-01,12.24,57.38,69.51,35.56,9.72,6.32,21.24,4.97,74.01,5.72,18.62,52.99,33.34
AGO,2015-12-01,12.76,57.57,69.43,35.25,9.77,6.47,21.28,4.84,73.96,5.73,18.65,52.93,33.37
AGO,2016-01-01,12.23,57.48,69.72,35.33,10.09,6.69,21.38,4.9,74.04,5.69,18.64,53.13,33.29
AGO,2016-02-01,12.63,56.47,69.48,35.73,10.16,6.97,21.28,5.0,73.98,5.68,18.51,53.03,33.32
AGO,2016-03-01,12.75,56.48,69.72,35.31,9.55,6.62,21.25,5.04,73.9,5.56,18.29,53.16,33.29
AGO,2016-04-01,12.81,55.53,69.58,35.75,9.79,6.55,21.28,5.02,74.02,5.72,18.13,53.25,33.47
AGO,2016-05-01,12.4,54.84,69.78,35.52,10.25,7.41,21.35,4.96,73.89,5.67,18.01,53.4,33.3
AGO,2016-06-01,12.65,54.16,70.28,35.42,10.4,7.35,21.35,5.05,73.93,5.62,17.84,53.37,33.42
AGO,2016-07-01,13.08,54.03,69.66,35.77,10.76,6.89,21.33,5.0,73.94,5.67,17.71,53.43,33.32
AGO,2016-08-01,12.91,53.65,70.08,35.69,10.74,7.3,21.35,4.94,73.96,5.64,17.46,53.52,33.36
AGO,2016-09-01,13.66,52.72,69.77,35.0,10.77,7.18,21.29,5.01,73.97,5.54,17.29,53.65,33.34
AGO,2016-10-01,13.13,52.19,70.4,35.26,10.8,7.34,21.29,5.05,73.98,5.57,17.05,53.77,33.25
AGO,2016-11-01,13.53,51.95,70.59,35.35,11.44,7.23,21.4,4.95,73.95,5.71,16.92,53.76,33.43
AGO,2016-12-01,14.06,51.24,69.99,35.45,11.27,7.08,21.29,4.94,73.98,5.54,16.91,53.72,33.31
AGO,2017-01-01,13.76,50.89,70.77,35.41,11.24,7.36,21.29,5.0,73.98,5.56,16.53,53.81,33.4
AGO,2017-02-01,13.83,49.6,70.83,35.61,11.4,7.36,21.31,4.99,74.03,5.58,16.6,53.92,33.41
AGO,2017-03-01,14.22,48.88,71.12,35.0,11.5,7.28,21.4,5.01,74.02,5.51,16.62,54.07,33.31
AGO,2017-04-01,14.5,47.74,71.48,35.69,11.41,8.0,21.33,4.98,74.01,5.61,16.67,54.14,33.3
AGO,2017-05-01,14.43,47.16,71.23,35.34,12.15,8.05,21.26,5.06,74.1,5.55,16.74,54.15,33.3
AGO,2017-06-01,14.67,45.75,71.23,35.07,12.07,8.46,21.32,5.03,74.02,5.55,16.68,54.21,33.43
AGO,2017-07-01,15.12,44.44,71.57,35.0,11.59,8.51,21.29,5.02,73.93,5.57,16.61,54.31,33.43
AGO,2017-08-01,15.12,44.08,71.39,35.36,11.85,8.74,21.32,5.0,73.96,5.58,16.63,54.46,33.31
AGO,2017-09-01,15.62,43.14,71.09,35.12,12.46,9.05,21.26,5.12,73.84,5.53,16.62,54.44,33.42
AGO,2017-10-01,15.38,41.69,71.44,35.38,12.41,8.94,21.27,4.98,74.0,5.5,16.7,54.39,33.26
AGO,2017-11-01,15.57,41.0,71.75,35.3,13.08,9.01,21.24,5.11,74.07,5.6,16.71,54.49,33.32
AGO,2017-12-01,15.8,39.98,71.83,35.26,12.76,9.89,21.24,5.14,73.94,5.54,16.66,54.74,33.37
AGO,2018-01-01,16.03,38.82,71.79,34.95,13.34,9.44,21.32,4.95,74.08,5.49,16.7,54.68,33.37
AGO,2018-02-01,15.49,38.95,71.81,35.19,13.47,9.27,21.32,4.95,74.07,5.53,16.55,54.81,33.28
AGO,2018-03-01,16.6,39.07,72.37,35.42,12.89,9.71,21.31,4.99,73.87,5.51,16.49,54.88,33.4
AGO,2018-04-01,16.53,38.41,72.94,35.16,13.37,9.26,21.28,5.09,74.01,5.43,16.41,55.04,33.3
AGO,2018-05-01,16.3,38.56,72.83,35.34,13.51,10.02,21.26,5.01,73.94,5.48,16.4,55.14,33.38
AGO,2018-06-01,16.16,38.54,72.9,35.52,12.94,9.57,21.29,5.03,74.02,5.52,16.35,55.23,33.37
AGO,2018-07-01,16.1,37.87,73.01,35.74,13.14,9.73,21.3,5.07,73.99,5.46,16.28,55.24,33.36
AGO,2018-08-01,16.21,37.76,73.51,35.15,13.44,9.63,21.36,4.96,73.97,5.49,16.16,55.31,33.37
AGO,2018-09-01,16.07,37.78,73.45,35.33,13.01,9.28,21.36,5.0,73.98,5.41,15.99,55.38,33.41
AGO,2018-10-01,16.17,37.61,73.48,35.13,13.45,9.56,21.32,5.13,73.97,5.47,16.09,55.49,33.35
AGO,2018-11-01,16.4,37.4,73.41,35.46,13.73,9.87,21.26,4.99,73.95,5.43,15.93,55.52,33.28
AGO,2018-12-01,16.31,37.25,73.96,35.38,13.52,9.57,21.26,5.08,73.99,5.43,15.89,55.59,33.32
AGO,2019-01-01,16.38,36.84,73.84,35.59,13.18,9.62,21.24,5.04,73.96,5.51,15.84,55.69,33.28
AGO,2019-02-01,16.37,37.14,74.28,35.03,13.59,9.96,21.35,4.99,73.96,5.48,15.97,55.7,33.33
AGO,2019-03-01,15.91,37.15,74.49,35.05,13.53,9.44,21.25,4.97,73.95,5.42,16.01,55.75,33.33
AGO,2019-04-01,15.94,36.87,73.96,34.55,13.37,9.86,21.3,4.96,73.92,5.48,16.18,55.66,33.37
AGO,2019-05-01,16.27,37.05,74.18,34.57,13.94,9.36,21.31,4.97,74.03,5.34,16.31,55.58,33.43
AGO,2019-06-01,16.05,37.09,74.43,33.3,12.99,9.63,21.3,4.98,73.95,5.38,16.36,55.57,33.47
AGO,2019-07-01,16.67,37.15,74.15,33.99,13.32,9.23,21.3,4.99,74.04,5.41,16.43,55.53,33.4
AGO,2019-08-01,15.81,37.34,73.85,33.34,13.29,9.58,21.22,5.01,73.91,5.39,16.61,55.51,33.42
AGO,2019-09-01,15.71,37.07,73.83,33.54,12.52,9.78,21.26,5.01,74.03,5.44,16.76,55.39,33.36
AGO,2019-10-01,15.67,37.38,74.07,33.4,13.11,8.84,21.25,5.0,73.95,5.43,16.8,55.35,33.4
AGO,2019-11-01,15.98,36.99,73.78,32.82,12.89,9.43,21.39,4.98,73.97,5.42,16.97,55.36,33.32
AGO,2019-12-01,15.89,37.73,73.58,32.12,12.79,9.71,21.16,5.02,73.98,5.38,17.07,55.34,33.31
AGO,2020-01-01,16.03,37.28,73.45,32.09,12.76,9.15,21.33,5.08,73.92,5.31,17.26,55.28,33.46
AGO,2020-02-01,15.71,37.44,73.5,31.05,13.27,9.65,21.28,4.96,74.02,5.41,17.12,55.1,33.36
AGO,2020-03-01,16.06,36.89,73.27,30.36,12.86,8.99,21.35,4.91,73.95,5.31,17.15,55.0,33.34
AGO,2020-04-01,15.87,36.74,72.61,29.48,12.65,8.81,21.25,5.01,74.0,5.33,17.25,54.96,33.36
AGO,2020-05-01,15.85,37.12,71.8,28.62,12.61,8.73,21.26,5.02,74.01,5.37,17.19,54.94,33.38
AGO,2020-06-01,15.5,37.65,72.75,27.71,12.64,8.68,21.37,4.98,73.99,5.29,17.19,54.83,33.36
AGO,2020-07-01,15.61,37.48,71.66,26.79,12.61,9.07,21.19,4.98,74.0,5.41,17.14,54.59,33.35
AGO,2020-08-01,15.01,37.58,71.37,25.72,12.08,8.88,21.26,4.95,73.94,5.35,17.14,54.52,33.35
AGO,2020-09-01,14.93,37.18,70.83,25.19,12.51,8.69,21.25,4.96,73.97,5.25,17.13,54.38,33.38
AGO,2020-10-01,15.33,37.31,70.75,24.19,12.5,8.61,21.3,4.93,73.93,5.29,17.11,54.25,33.34
AGO,2020-11-01,15.35,37.39,70.37,23.39,12.06,8.54,21.2,5.01,73.96,5.27,17.09,54.19,33.29
AGO,2020-12-01,15.56,37.84,69.91,22.32,12.29,8.04,21.31,5.02,74.02,5.2,17.17,53.99,33.31
AGO,2021-01-01,15.47,37.84,69.44,21.61,12.09,8.14,21.19,4.98,74.02,5.33,17.11,53.92,33.37
AGO,2021-02-01,14.95,37.61,69.9,21.63,12.09,8.85,21.36,4.95,73.97,5.25,17.16,53.88,33.35
AGO,2021-03-01,15.08,37.05,70.0,21.05,12.25,8.74,21.27,5.02,73.99,5.28,17.23,53.96,33.34
AGO,2021-04-01,15.48,36.83,71.01,21.66,12.12,8.69,21.34,4.99,73.96,5.28,17.15,53.92,33.35
AGO,2021-05-01,14.82,36.8,70.93,21.24,12.33,8.32,21.35,5.01,73.98,5.37,17.12,54.11,33.31
AGO,2021-06-01,14.82,36.2,71.35,21.38,12.25,8.51,21.24,5.05,74.01,5.24,17.15,54.04,33.34
AGO,2021-07-01,15.16,36.19,71.2,21.3,12.2,8.91,21.26,5.03,73.95,5.21,17.19,54.11,33.46
AGO,2021-08-01,14.88,36.29,72.1,21.28,11.7,9.16,21.17,4.98,73.94,5.23,17.2,54.24,33.42
AGO,2021-09-01,15.3,35.69,72.2,21.32,12.58,9.88,21.27,5.03,73.95,5.26,17.18,54.24,33.3
AGO,2021-10-01,15.28,35.3,72.57,21.23,12.45,9.36,21.25,5.0,73.96,5.22,17.13,54.31,33.34
AGO,2021-11-01,15.02,35.33,72.53,21.68,12.88,10.1,21.3,5.07,74.02,5.18,17.12,54.31,33.36
AGO,2021-12-01,15.41,35.21,73.38,21.91,12.52,9.63,21.27,5.02,74.02,5.21,17.14,54.46,33.34
AGO,2022-01-01,14.93,34.81,73.87,21.23,12.67,10.31,21.34,4.96,73.95,5.24,17.07,54.54,33.39
AGO,2022-02-01,14.73,34.53,73.7,22.0,12.01,9.62,21.22,4.97,73.96,5.18,17.12,54.76,33.35
AGO,2022-03-01,15.36,34.66,73.85,22.44,13.01,10.09,21.21,4.99,73.97,5.28,17.09,55.1,33.36
AGO,2022-04-01,14.7,35.29,73.84,22.91,12.47,10.05,21.25,4.94,73.88,5.21,17.19,55.33,33.39
AGO,2022-05-01,15.36,35.16,73.9,23.47,12.5,9.84,21.27,4.99,73.98,5.21,17.16,55.55,33.37
AGO,2022-06-01,15.19,35.06,73.58,23.84,12.74,10.27,21.22,4.97,74.01,5.15,17.21,55.85,33.33
AGO,2022-07-01,15.26,35.17,73.8,24.63,12.82,10.25,21.27,5.08,74.04,5.13,17.16,56.06,33.39
AGO,2022-08-01,15.41,34.75,73.57,25.28,12.12,9.96,21.37,4.96,73.93,5.25,17.24,56.31,33.42
AGO,2022-09-01,15.46,34.72,73.7,25.26,12.77,10.07,21.25,4.93,73.96,5.15,17.21,56.6,33.31
AGO,2022-10-01,14.97,34.82,73.9,26.11,12.46,10.17,21.31,4.94,74.0,5.22,17.21,56.7,33.31
AGO,2022-11-01,15.54,34.9,73.77,26.32,13.18,9.85,21.36,4.97,74.02,5.13,17.12,57.06,33.35
AGO,2022-12-01,15.28,35.05,73.91,27.24,12.84,10.25,21.26,4.97,74.06,5.2,17.2,57.28,33.37
AGO,2023-01-01,15.28,35.1,73.99,28.03,12.55,9.97,21.26,5.06,73.95,5.17,17.18,57.52,33.37
AGO,2023-02-01,15.41,34.29,74.04,27.69,12.68,9.84,21.34,5.03,73.97,5.07,17.08,57.58,33.26
AGO,2023-03-01,15.71,34.23,74.16,27.56,12.39,10.0,21.25,4.97,74.01,5.12,17.19,57.68,33.38
AGO,2023-04-01,15.38,33.83,74.66,27.77,12.91,9.87,21.34,5.04,73.98,5.11,17.12,57.64,33.4
AGO,2023-05-01,15.84,33.34,74.71,27.38,13.05,9.52,21.3,4.95,73.98,5.03,17.28,57.62,33.46
AGO,2023-06-01,15.83,32.51,74.86,27.63,12.95,9.86,21.3,4.91,73.89,5.1,17.17,57.65,33.33
AGO,2023-07-01,15.92,32.15,74.94,27.63,13.08,9.77,21.3,5.04,73.95,5.11,17.17,57.69,33.42
AGO,2023-08-01,15.76,31.9,74.99,27.46,12.49,9.95,21.22,4.91,74.03,5.14,17.26,57.74,33.38
AGO,2023-09-01,15.75,31.38,75.42,27.82,12.56,9.65,21.33,4.96,74.01,5.08,17.18,57.82,33.41
AGO,2023-10-01,15.97,31.25,74.84,27.59,13.24,9.59,21.31,5.01,74.01,5.06,17.07,57.81,33.3
AGO,2023-11-01,16.04,30.42,75.96,27.59,12.96,10.24,21.21,4.92,73.95,5.05,17.13,57.88,33.31
AGO,2023-12-01,16.13,30.53,75.78,27.8,12.47,9.92,21.21,5.0,73.99,5.12,17.08,58.0,33.31
AGO,2024-01-01,16.31,29.87,75.17,27.64,12.76,10.05,21.28,5.01,73.94,5.14,17.2,57.99,33.43
AGO,2024-02-01,16.37,30.02,75.43,27.7,12.76,9.82,21.31,4.95,73.94,5.06,17.21,58.04,33.32
AGO,2024-03-01,16.27,30.1,76.12,27.79,12.52,10.43,21.32,5.0,73.9,5.12,17.22,58.06,33.33
AGO,2024-04-01,15.87,30.32,76.2,27.73,13.25,10.32,21.21,5.0,74.02,5.05,17.22,58.17,33.36
AGO,2024-05-01,16.33,30.93,76.33,27.77,12.83,10.1,21.23,4.97,73.88,4.96,17.27,58.19,33.35
AGO,2024-06-01,16.69,30.48,76.33,28.33,12.83,10.07,21.33,4.95,74.0,5.0,17.21,58.22,33.39
AGO,2024-07-01,15.88,30.37,76.48,27.68,13.08,10.29,21.37,5.09,73.94,5.03,17.26,58.22,33.32
AGO,2024-08-01,16.15,30.7,76.78,28.05,12.39,9.99,21.32,4.94,74.08,5.04,17.2,58.27,33.31
AGO,2024-09-01,16.65,31.21,76.86,27.5,12.8,9.96,21.29,4.93,73.94,5.09,17.28,58.29,33.39
AGO,2024-10-01,16.12,31.05,76.52,27.73,12.83,10.74,21.34,4.97,73.98,5.06,17.31,58.3,33.39
AGO,2024-11-01,16.03,31.04,76.8,27.69,13.44,10.65,21.34,4.94,74.1,5.0,17.33,58.42,33.35
AGO,2024-12-01,15.95,30.98,76.77,27.56,13.31,10.24,21.19,4.96,73.95,4.98,17.31,58.45,33.27
AGO,2025-01-01,16.59,31.54,76.84,27.7,12.87,10.49,21.38,5.01,74.0,4.95,17.35,58.42,33.37
AGO,2025-02-01,16.51,31.21,76.72,27.69,12.98,10.44,21.21,5.06,74.06,5.13,17.43,58.42,33.42
AGO,2025-03-01,16.13,31.08,77.07,27.3,13.17,10.31,21.34,5.05,73.94,5.01,17.39,58.49,33.28
AGO,2025-04-01,16.76,31.49,76.83,27.57,12.75,10.55,21.27,5.01,73.95,4.95,17.41,58.48,33.41
AGO,2025-05-01,16.38,31.31,76.86,27.38,12.6,10.45,21.27,4.99,74.02,5.07,17.34,58.47,33.38
AGO,2025-06-01,16.53,30.84,77.11,27.96,12.74,10.31,21.22,4.96,74.05,4.98,17.4,58.38,33.36
AGO,2025-07-01,16.17,31.5,76.64,28.05,12.9,10.52,21.34,5.01,73.95,4.96,17.27,58.39,33.33
AGO,2025-08-01,16.74,31.04,77.11,27.86,13.39,10.59,21.3,5.02,74.0,4.93,17.4,58.5,33.38
AGO,2025-09-01,16.5,31.26,77.05,27.64,13.07,10.47,21.26,4.96,73.97,5.02,17.41,58.51,33.35
AGO,2025-10-01,16.31,31.08,77.01,27.82,13.06,10.35,21.26,4.94,73.95,4.98,17.35,58.48,33.42
AGO,2025-11-01,16.19,30.99,76.92,28.01,12.83,10.67,21.28,5.07,73.97,4.95,17.43,58.44,33.34
AGO,2025-12-01,16.85,31.71,77.2,27.99,12.76,10.18,21.25,5.02,73.96,4.95,17.29,58.47,33.35
ARE,1995-01-01,6.63,30.06,21.18,4.93,9.21,4.77,61.33,5.02,62.69,4.91,4.98,64.09,21.15
ARE,1995-02-01,6.66,30.29,21.15,4.91,9.18,4.61,61.33,4.97,62.77,5.0,5.0,64.03,21.24
ARE,1995-03-01,6.9,29.89,21.31,5.27,8.83,4.95,61.44,4.97,62.74,5.01,5.05,64.0,21.17
ARE,1995-04-01,7.3,30.2,21.42,5.03,9.72,4.78,61.31,4.98,62.76,5.09,4.94,64.04,21.17
ARE,1995-05-01,6.43,29.83,21.22,5.28,9.36,4.91,61.26,5.08,62.9,4.95,5.06,64.08,21.19
ARE,1995-06-01,6.83,29.99,21.52,4.7,9.53,4.84,61.42,5.01,62.84,4.99,5.0,64.15,21.16
ARE,1995-07-01,6.62,30.33,21.53,5.06,9.29,5.23,61.32,5.04,62.96,4.97,4.99,64.11,21.23
ARE,1995-08-01,7.07,30.51,21.41,5.23,9.87,4.76,61.39,5.01,62.9,5.01,5.06,64.22,21.25
ARE,1995-09-01,6.9,30.06,22.32,5.0,9.54,5.4,61.44,4.94,62.94,5.03,4.96,64.17,21.16
ARE,1995-10-01,7.24,29.88,22.13,4.91,8.78,5.2,61.35,5.08,62.98,4.95,5.03,64.17,21.09
ARE,1995-11-01,7.45,30.13,21.88,4.81,9.07,5.19,61.37,5.04,63.12,4.93,4.87,64.21,21.1
ARE,1995-12-01,7.39,30.2,22.64,4.78,9.52,5.07,61.32,4.98,63.09,5.12,5.09,64.26,21.18
ARE,1996-01-01,7.12,30.11,22.35,4.85,9.11,4.48,61.26,5.01,63.17,5.0,4.99,64.25,21.23
ARE,1996-02-01,6.82,30.38,21.84,4.9,9.52,4.89,61.37,4.98,63.21,4.97,4.96,64.25,21.18
ARE,1996-03-01,7.05,30.18,22.2,5.21,9.74,4.87,61.29,5.06,63.2,5.03,5.05,64.33,21.17
ARE,1996-04-01,7.16,30.01,22.65,5.72,9.44,5.04,61.34,5.01,63.12,5.0,5.08,64.27,21.22
ARE,1996-05-01,7.17,30.0,22.64,5.14,9.42,5.13,61.34,5.02,63.23,5.05,4.99,64.23,21.18
ARE,1996-06-01,7.05,30.05,22.55,4.29,9.39,4.99,61.41,5.1,63.33,5.0,5.01,64.34,21.24
ARE,1996-07-01,6.86,30.5,22.46,4.99,9.08,5.02,61.32,4.93,63.35,4.94,4.95,64.34,21.21
ARE,1996-08-01,6.72,29.94,22.15,4.76,9.43,4.84,61.33,4.92,63.35,4.98,5.04,64.36,21.12
ARE,1996-09-01,7.06,30.1,22.91,4.7,9.2,4.96,61.38,4.94,63.39,5.01,5.0,64.35,21.08
ARE,1996-10-01,6.84,30.42,22.15,4.92,9.09,5.49,61.32,5.05,63.41,5.09,5.04,64.34,21.12
ARE,1996-11-01,6.94,30.4,23.01,5.45,9.64,4.92,61.37,4.94,63.46,5.06,4.94,64.25,21.23
ARE,1996-12-01,6.99,29.85,22.42,5.16,9.16,5.06,61.34,5.07,63.51,5.02,4.96,64.43,21.24
ARE,1997-01-01,6.78,29.79,22.08,4.89,9.53,4.58,61.35,5.01,63.52,4.99,4.94,64.3,21.27
ARE,1997-02-01,7.09,29.79,22.05,4.6,9.06,5.27,61.35,4.95,63.56,4.91,5.1,64.41,21.23
ARE,1997-03-01,7.33,30.08,22.68,4.92,9.31,4.73,61.32,4.95,63.57,4.98,4.89,64.45,21.16
ARE,1997-04-01,7.53,30.07,22.57,4.88,9.27,5.25,61.29,4.98,63.6,5.0,5.11,64.52,21.14
ARE,1997-05-01,7.07,29.85,22.4,4.96,9.54,5.02,61.32,4.93,63.66,4.97,4.96,64.45,21.2
ARE,1997-06-01,7.12,30.01,22.29,4.62,9.65,4.58,61.36,4.95,63.6,4.98,4.94,64.51,21.19
ARE,1997-07-01,7.17,30.32,22.18,5.36,9.0,4.82,61.35,4.96,63.76,5.02,4.99,64.54,21.1
ARE,1997-08-01,6.86,30.01,22.0,5.07,9.07,5.17,61.32,4.98,63.83,5.08,5.04,64.53,21.16
ARE,1997-09-01,7.01,30.19,22.13,5.18,9.83,4.65,61.27,4.97,63.77,4.95,4.99,64.7,21.19
ARE,1997-10-01,6.63,30.07,22.22,5.25,9.35,4.9,61.35,5.03,63.84,5.06,5.09,64.75,21.13
ARE,1997-11-01,7.06,30.35,22.45,5.23,9.59,4.86,61.34,4.96,63.9,5.06,5.02,64.66,21.16
ARE,1997-12-01,7.09,30.04,22.47,5.02,9.93,5.19,61.28,4.88,63.8,5.02,4.98,64.65,21.1
ARE,1998-01-01,6.78,29.96,22.53,5.09,9.7,5.33,61.32,4.98,63.86,4.92,4.87,64.78,21.22
ARE,1998-02-01,7.07,30.04,22.7,5.15,9.53,4.84,61.38,5.01,63.98,4.94,4.95,64.87,21.08
ARE,1998-03-01,7.27,30.3,22.23,5.17,9.13,5.44,61.38,5.03,63.98,4.97,5.01,64.77,21.12
ARE,1998-04-01,6.99,30.01,22.38,5.25,9.18,4.87,61.33,5.02,63.96,5.02,5.1,64.8,21.16
ARE,1998-05-01,6.85,30.07,22.27,4.6,9.4,4.96,61.38,5.02,64.07,4.98,5.06,64.78,21.1
ARE,1998-06-01,6.92,29.83,22.36,5.09,9.17,5.14,61.37,5.0,64.03,5.05,4.94,64.93,21.21
ARE,1998-07-01,6.66,30.17,22.34,5.0,9.27,5.47,61.29,5.04,64.11,5.07,4.96,64.76,21.16
ARE,1998-08-01,7.23,30.49,22.03,5.1,9.45,5.62,61.34,5.0,64.09,4.94,4.93,64.96,21.17
ARE,1998-09-01,6.8,29.92,22.26,4.85,9.66,4.93,61.32,5.05,64.16,4.97,4.95,64.9,21.17
ARE,1998-10-01,6.95,30.25,22.05,5.26,9.76,5.26,61.29,5.09,64.18,4.98,5.0,64.91,21.22
ARE,1998-11-01,7.35,30.48,22.04,5.03,9.19,5.35,61.38,4.94,64.17,5.02,5.0,64.92,21.19
ARE,1998-12-01,7.14,30.19,21.88,5.59,9.44,5.18,61.37,5.06,64.24,5.1,5.02,64.94,21.2
ARE,1999-01-01,7.65,29.91,22.15,4.3,9.66,4.69,61.3,5.01,64.27,4.98,5.03,64.88,21.19
ARE,1999-02-01,6.99,30.41,22.02,4.8,9.45,5.23,61.4,5.0,64.32,5.02,5.05,64.84,21.24
ARE,1999-03-01,7.08,30.12,21.81,5.41,9.14,5.27,61.33,5.02,64.32,5.15,5.12,64.97,21.16
ARE,1999-04-01,7.26,30.41,22.05,5.16,9.78,4.98,61.28,5.0,64.33,5.06,4.99,64.92,21.14
ARE,1999-05-01,7.38,30.07,21.95,4.91,9.41,5.15,61.39,5.03,64.44,5.05,5.09,64.7,21.2
ARE,1999-06-01,6.89,30.53,21.83,5.16,9.41,4.72,61.39,5.0,64.48,4.97,5.06,64.76,21.2
ARE,1999-07-01,6.72,30.4,22.04,4.88,9.89,4.65,61.31,4.98,64.43,5.0,4.99,64.75,21.19
ARE,1999-08-01,7.03,30.15,22.42,5.26,9.48,5.38,61.38,4.89,64.48,4.99,5.04,64.79,21.2
ARE,1999-09-01,6.77,29.81,21.95,4.79,9.66,5.39,61.43,5.07,64.47,5.08,5.01,64.77,21.27
ARE,1999-10-01,7.26,29.98,21.96,5.25,9.18,4.97,61.3,5.0,64.45,5.03,4.91,64.64,21.24
ARE,1999-11-01,7.1,30.11,22.19,5.08,9.3,4.67,61.34,4.98,64.63,4.98,4.96,64.79,21.13
ARE,1999-12-01,7.01,29.75,22.13,5.08,9.64,4.56,61.33,5.0,64.62,5.0,5.01,64.58,21.15
ARE,2000-01-01,7.09,30.43,22.61,4.79,9.83,4.95,61.35,4.96,64.58,5.07,5.11,64.69,21.13
ARE,2000-02-01,7.11,30.24,22.93,5.3,9.65,5.17,61.36,4.94,64.61,5.03,5.01,64.74,21.23
ARE,2000-03-01,6.9,30.53,22.04,4.52,9.3,4.84,61.31,5.05,64.56,4.98,5.07,64.7,21.24
ARE,2000-04-01,7.27,29.96,22.46,5.21,9.76,4.57,61.44,4.98,64.6,5.02,5.01,64.82,21.16
ARE,2000-05-01,7.05,30.04,22.28,5.23,10.07,5.22,61.4,4.96,64.59,4.98,5.07,64.8,21.21
ARE,2000-06-01,6.8,30.02,22.39,5.36,9.55,4.57,61.29,4.98,64.68,4.95,5.1,64.87,21.25
ARE,2000-07-01,6.68,30.14,22.21,4.72,9.45,4.93,61.35,5.02,64.65,5.08,5.11,64.86,21.17
